Unnamed: 0,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Unnamed: 0,Brand,Clockspeed,Model,Series,Width,Height,fullRes
740,Dell,Inspiron 7560,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.0kg,1207,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,740,Intel,2.7,,Core i7 7500U,1920,1080,2073600
741,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,Windows,10,2kg,665,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,741,Intel,2.0,,Core i3 6006U,1366,768,1049088
742,Toshiba,Tecra X40-D-10G,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.25kg,1535,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,742,Intel,2.5,,Core i5 7200U,1920,1080,2073600
743,Lenovo,Flex 5,2 in 1 Convertible,14.0,Intel HD Graphics 620,Windows,10,1.7kg,999,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,743,Intel,2.5,,Core i5 7200U,1920,1080,2073600
744,Lenovo,Thinkpad P51s,Workstation,15.6,Nvidia Quadro M520M,Windows,10,2.5kg,3299,3840x2160,No Touchscreen,16,True,False,False,1000,0,0,1000,744,Intel,2.8,,Core i7 7600U,3840,2160,8294400
745,Acer,Chromebook 14,Notebook,14.0,Intel HD Graphics 400,Chrome OS,,1.68kg,330,1366x768,No Touchscreen,2,True,False,False,32,0,0,32,745,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
746,Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,0.81kg,1649,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,746,Intel,2.7,,Core i7 7500U,1920,1080,2073600
747,HP,250 G6,Notebook,15.6,Intel HD Graphics 520,Windows,10,1.86kg,539,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,747,Intel,2.0,,Core i3 6006U,1920,1080,2073600
748,Dell,Latitude 5480,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.6kg,1126,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,748,Intel,2.5,,Core i5 7200U,1366,768,1049088
749,HP,Zbook 17,Workstation,17.3,Nvidia Quadro M2000M,Windows,7,3kg,4389,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,749,Intel,2.9,,Xeon E3-1535M v5,1920,1080,2073600
750,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Intel HD Graphics 400,Windows,10,1.4kg,475,1366x768,Touchscreen,4,True,False,False,128,0,0,128,750,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
751,HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,Windows,10,1.84kg,1900,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,751,Intel,2.4,,Core i5 6300U,1920,1080,2073600
752,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,Nvidia GeForce GTX 950M,No OS,,2.45kg,579,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,752,Intel,2.3,,Core i5 6300HQ,1366,768,1049088
753,Lenovo,Thinkpad T460,Ultrabook,14.0,Intel HD Graphics 520,Windows,10,1.7kg,1096,1920x1080,No Touchscreen,4,True,False,False,1,0,0,1,753,Intel,2.3,,Core i5 6200U,1920,1080,2073600
754,Asus,Pro P2540UA-XO0192R,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.37kg,849,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,754,Intel,2.7,,Core i7 7500U,1366,768,1049088
755,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel HD Graphics 540,Windows,10,1.3kg,1199,3200x1800,Touchscreen,8,True,False,False,256,0,0,256,755,Intel,1.8,,Core i5 6260U,3200,1800,5760000
756,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1099,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,756,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
757,HP,ZBook 15,Workstation,15.6,Nvidia Quadro M1000M,Windows,7,2.59kg,1561,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,757,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
758,Dell,Alienware 17,Gaming,15.6,Nvidia GeForce GTX 1070,Windows,10,4.42kg,2868,3840x2160,No Touchscreen,16,True,True,False,256,1000,0,1256,758,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
759,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.1kg,599,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,759,Intel,2.5,,Core i5 7200U,1366,768,1049088
760,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.5kg,1048,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,760,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
761,Dell,Latitude 7280,Ultrabook,12.5,Intel HD Graphics 620,Windows,10,1.18kg,1859,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,761,Intel,2.8,,Core i7 7600U,1920,1080,2073600
762,Google,Pixelbook (Core,Ultrabook,12.3,Intel HD Graphics 615,Chrome OS,,1.1kg,1559,2400x1600,Touchscreen,8,True,False,False,256,0,0,256,762,Intel,1.2,,Core i5 7Y57,2400,1600,3840000
763,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.2kg,1129,3200x1800,No Touchscreen,8,True,False,False,256,0,0,256,763,Intel,2.5,,Core i5 7200U,3200,1800,5760000
764,Dell,Latitude 3380,Notebook,13.3,Intel HD Graphics 520,Windows,10,1.65kg,849,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,764,Intel,2.0,,Core i3 6006U,1366,768,1049088
765,Acer,TravelMate P238-M,Notebook,13.3,Intel HD Graphics 520,Windows,10,1.6kg,655,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,765,Intel,2.3,,Core i5 6200U,1366,768,1049088
766,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Nvidia GeForce 920MX,Windows,10,2.8kg,470,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,766,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
767,Dell,Inspiron 7559,Gaming,15.6,Nvidia GeForce GTX 960M,Windows,10,2.72kg,1099,3840x2160,Touchscreen,16,True,True,False,128,1000,0,1128,767,Intel,2.6,,Core i7 6700HQ,3840,2160,8294400
768,Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.31kg,1599,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,768,Intel,2.7,,Core i7 7500U,1920,1080,2073600
769,Acer,Aspire A315-31,Notebook,15.6,Intel HD Graphics 505,Linux,,2.1kg,298,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,769,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
770,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.3kg,1181,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,770,Intel,2.7,,Core i7 7500U,1920,1080,2073600
771,Samsung,Notebook 9,2 in 1 Convertible,15.0,AMD Radeon 540,Windows,10,1.71kg,1799,1920x1080,Touchscreen,16,True,False,False,256,0,0,256,771,Intel,2.7,,Core i7 7500U,1920,1080,2073600
772,Toshiba,Tecra A40-C-1E5,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.75kg,1020,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,772,Intel,2.3,,Core i5 6200U,1366,768,1049088
773,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.62kg,1099,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,773,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
774,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,Windows,10,1.26kg,1244,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,774,Intel,2.3,,Core i5 6200U,1366,768,1049088
775,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Nvidia GeForce 940MX,Windows,10,2.3kg,839,1920x1080,Touchscreen,12,False,True,False,0,2000,0,2000,775,Intel,2.7,,Core i7 7500U,1920,1080,2073600
776,Lenovo,Thinkpad P50,Notebook,15.6,Nvidia Quadro M2000M,Windows,7,2.5kg,2370,3840x2160,No Touchscreen,16,True,False,False,512,0,0,512,776,Intel,2.7,,Core i7 6820HQ,3840,2160,8294400
777,Acer,Swift 3,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.8kg,636,1920x1080,No Touchscreen,4,True,False,False,128,0,0,128,777,Intel,2.4,,Core i3 7100U,1920,1080,2073600
778,Razer,Blade Pro,Gaming,14.0,Nvidia GeForce GTX 1060,Windows,10,1.95kg,2899,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,778,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
779,Asus,Vivobook Max,Notebook,15.6,Intel HD Graphics 505,Windows,10,2kg,581,1920x1080,No Touchscreen,8,True,False,False,128,0,0,128,779,Intel,1.1,,Pentium Dual Core N4200,1920,1080,2073600
780,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070M,Windows,10,4.42kg,3588,1920x1080,No Touchscreen,32,True,True,False,1000,1000,0,2000,780,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
781,Asus,Rog G752VS-BA171T,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,4.3kg,2350,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,781,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
782,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,Nvidia GeForce 930M,Windows,10,1.47kg,1764,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,782,Intel,2.6,,Core i7 6600U,1920,1080,2073600
783,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,Intel HD Graphics 405,No OS,,2.2kg,329,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,783,Intel,1.6,,Celeron Quad Core N3710,1366,768,1049088
784,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.7kg,2299,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,784,Intel,2.7,,Core i7 7500U,1920,1080,2073600
785,MSI,GS43VR 7RE,Gaming,14.0,Nvidia GeForce GTX 1060,Windows,10,1.6kg,1891,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,785,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
786,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1089,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,786,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
787,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.4kg,999,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,787,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
788,Acer,Predator G9-793,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,4.2kg,2299,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,788,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
789,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.62kg,985,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,789,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
790,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Nvidia GeForce GTX1060,Windows,10,2.24kg,1339,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,790,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
791,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,Windows,10,1.22kg,202,1920x1080,No Touchscreen,4,True,False,False,32,0,0,32,791,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
792,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.37kg,1970,1920x1080,Touchscreen,8,True,False,False,512,0,0,512,792,Intel,2.7,,Core i7 7500U,1920,1080,2073600
793,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,AMD Radeon R7 M460,Windows,10,2.08kg,959,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,793,Intel,2.5,,Core i5 7200U,1920,1080,2073600
794,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 5300,Mac OS,X,0.920kg,1165,2304x1440,No Touchscreen,8,True,False,False,512,0,0,512,794,Intel,1.2,,Core M,2304,1440,3317760
795,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 620,Windows,10,1.42kg,2330,2560x1440,Touchscreen,8,True,False,False,256,0,0,256,795,Intel,2.5,,Core i5 7200U,2560,1440,3686400
796,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,Windows,10,1.63kg,299,1366x768,No Touchscreen,4,True,False,False,32,0,0,32,796,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
797,Dell,Latitude 3580,Notebook,15.6,Intel HD Graphics 620,Windows,10,1.95kg,810,1366x768,No Touchscreen,8,True,False,False,128,0,0,128,797,Intel,2.5,,Core i5 7200U,1366,768,1049088
798,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel HD Graphics 620,Windows,10,1.38kg,1349,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,798,Intel,2.7,,Core i7 7500U,1920,1080,2073600
799,Dell,Vostro 5568,Notebook,15.6,AMD Radeon R5 M420X,Windows,10,2kg,739,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,799,Intel,2.0,,Core i3 6006U,1920,1080,2073600
800,HP,ZBook 17,Workstation,15.6,Nvidia Quadro M2200,Windows,10,3.14kg,2064,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,800,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
801,Asus,Pro P2540UA-XS51,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.37kg,1099,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,801,Intel,2.5,,Core i5 7200U,1920,1080,2073600
802,Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.29kg,1499,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,802,Intel,2.5,,Core i5 7200U,1920,1080,2073600
803,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,Windows,10,2.06kg,1749,3840x2160,Touchscreen,8,True,False,False,256,0,0,256,803,Intel,2.5,,Core i5 7300HQ,3840,2160,8294400
804,Dell,Latitude 3180,Netbook,11.6,Intel HD Graphics 505,Windows,10,1.63kg,744,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,804,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
805,HP,EliteBook 820,Netbook,12.5,Intel HD Graphics 620,Windows,10,1.26kg,1389,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,805,Intel,2.6,,Core i5 7300U,1366,768,1049088
806,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,780,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,806,Intel,2.3,,Core i5 6200U,1366,768,1049088
807,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,AMD Radeon R7 Graphics,Windows,10,2.04kg,629,1366x768,No Touchscreen,8,False,True,False,0,2000,0,2000,807,AMD,2.5,9700P,A12-Series,1366,768,1049088
808,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1679,3840x2160,No Touchscreen,16,True,False,False,512,0,0,512,808,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
809,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Nvidia GeForce 920M,Windows,10,2.4kg,609,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,809,Intel,2.5,,Core i5 7200U,1920,1080,2073600
810,HP,Omen 17-an012dx,Gaming,17.3,AMD Radeon RX 580,Windows,10,3.74kg,1749,1920x1080,No Touchscreen,12,False,True,False,0,1000,0,1000,810,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
811,MSI,GE72MVR 7RG,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,2.9kg,2415,1920x1080,No Touchscreen,16,True,True,False,512,1000,0,1512,811,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
812,Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,0.81kg,1499,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,812,Intel,2.5,,Core i5 7200U,1920,1080,2073600
813,Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce GT 940MX,Windows,10,1.98kg,961,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,813,Intel,2.7,,Core i7 7500U,1920,1080,2073600
814,Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,Windows,10,2.18kg,789,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,814,Intel,2.5,,Core i5 7200U,1920,1080,2073600
815,Lenovo,Thinkpad T470s,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.32kg,1859,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,815,Intel,2.7,,Core i7 7500U,1920,1080,2073600
816,Razer,Blade Stealth,Ultrabook,12.5,Intel HD Graphics 620,Windows,10,1.29kg,1799,3840x2160,Touchscreen,16,True,False,False,512,0,0,512,816,Intel,2.5,,Core i7 7500U,3840,2160,8294400
817,HP,Chromebook 11,Netbook,11.6,Intel HD Graphics 400,Chrome OS,,1.23kg,385,1366x768,No Touchscreen,4,True,False,False,16,0,0,16,817,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
818,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,4.36kg,2505,1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128,818,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
819,Dell,Latitude 3480,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.76kg,755,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,819,Intel,2.3,,Core i5 6200U,1366,768,1049088
820,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,489,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,820,Intel,2.0,,Core i3 6006U,1366,768,1049088
821,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.25kg,1090,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,821,Intel,2.5,,Core i5 7200U,1366,768,1049088
822,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.13kg,2499,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,822,Intel,2.7,,Core i7 7500U,1920,1080,2073600
823,MSI,GL62M 7RD,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.4kg,1199,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,823,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
824,Lenovo,ThinkPad X1,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.13kg,1875,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,824,Intel,2.5,,Core i5 7200U,1920,1080,2073600
825,Toshiba,Satellite Pro,Notebook,14.0,Intel HD Graphics 510,Windows,10,1.75kg,499,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,825,Intel,2.1,,Pentium Dual Core 4405U,1366,768,1049088
826,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.1kg,1358,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,826,Intel,2.5,,Core i5 7200U,1920,1080,2073600
827,Dell,Latitude 3480,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.76kg,585,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,827,Intel,2.0,,Core i3 6006U,1366,768,1049088
828,Acer,Chromebook 11,Netbook,11.6,Intel HD Graphics 400,Chrome OS,,1.35kg,355,1366x768,No Touchscreen,4,True,False,False,32,0,0,32,828,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
829,Acer,Swift 3,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.5kg,619,1920x1080,No Touchscreen,8,True,False,False,128,0,0,128,829,Intel,2.4,,Core i3 7100U,1920,1080,2073600
830,Razer,Blade Pro,Gaming,17.3,Nvidia GeForce GTX 1080,Windows,10,3.49kg,5499,3840x2160,Touchscreen,32,True,False,False,512,0,0,512,830,Intel,2.9,,Core i7 7820HK,3840,2160,8294400
831,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel HD Graphics 520,Windows,10,1.1kg,2099,2560x1440,No Touchscreen,16,True,False,False,512,0,0,512,831,Intel,2.6,,Core i7 6600U,2560,1440,3686400
832,Asus,VivoBook Max,Notebook,15.6,Nvidia GeForce 920,Linux,,2.1kg,519,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,832,Intel,2.5,,Core i5 7200U,1920,1080,2073600
833,Lenovo,Thinkpad T460,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.7kg,1186,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,833,Intel,2.3,,Core i5 6200U,1920,1080,2073600
834,Lenovo,ThinkPad T470s,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.32kg,1650,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,834,Intel,2.6,,Core i5 7300U,1920,1080,2073600
835,Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 1070,Windows,10,3.21kg,2774,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,835,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
836,Asus,Rog GL702VS-BA023T,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,2.9kg,2419,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,836,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
837,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.0kg,669,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,837,Intel,2.4,,Core i3 7100U,1366,768,1049088
838,Lenovo,N42-20 Chromebook,Notebook,14.0,Intel HD Graphics 400,Chrome OS,,1.5kg,325,1366x768,No Touchscreen,4,True,False,False,16,0,0,16,838,Intel,1.6,,Celeron Quad Core N3160,1366,768,1049088
839,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,Windows,10,2.3kg,590,1920x1080,No Touchscreen,8,False,True,False,0,128,0,128,839,Intel,2.5,,Core i5 7200U,1920,1080,2073600
840,Asus,Rog GL702VM-GC017T,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,2.73kg,1799,1920x1080,No Touchscreen,16,True,True,False,512,1000,0,1512,840,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
841,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,4.42kg,3072,1920x1080,No Touchscreen,32,True,True,False,512,1000,0,1512,841,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
842,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,Windows,10,2.63kg,910,1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000,842,Intel,2.5,,Core i5 7200U,1600,900,1440000
843,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.18kg,713,1366x768,No Touchscreen,8,True,False,False,128,0,0,128,843,Intel,2.5,,Core i5 7200U,1366,768,1049088
844,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,Windows,7,1.54kg,1870,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,844,Intel,2.5,,Core i7 6500U,1920,1080,2073600
845,Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,Windows,10,2.18kg,739,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,845,Intel,2.7,,Core i7 7500U,1920,1080,2073600
846,HP,Chromebook X360,2 in 1 Convertible,11.6,Intel HD Graphics 500,Chrome OS,,1.4kg,615,1366x768,Touchscreen,4,True,False,False,32,0,0,32,846,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
847,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Nvidia GeForce 940M,Windows,10,1.45kg,1026,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,847,Intel,2.3,,Core i5 6200U,1920,1080,2073600
848,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.28kg,2277,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,848,Intel,2.5,,Core i5 7200U,1920,1080,2073600
849,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,Windows,10,1.54kg,1468,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,849,Intel,2.5,,Core i7 6500U,1920,1080,2073600
850,HP,250 G6,Notebook,15.6,Intel HD Graphics 400,No OS,,1.86kg,299,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,850,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
851,Asus,Rog GL502VM-DS74,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,2.1kg,1899,1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128,851,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
852,Dell,Inspiron 5767,Notebook,17.3,AMD Radeon R7 M445,Linux,,2.83kg,865,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,852,Intel,2.7,,Core i7 7500U,1920,1080,2073600
853,Lenovo,ThinkPad T470p,Ultrabook,14.0,Nvidia GeForce GT 940MX,Windows,10,1.96kg,1903,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,853,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
854,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Nvidia GeForce GTX 930MX,Windows,10,2.3kg,787,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,854,Intel,2.7,,Core i7 7500U,1920,1080,2073600
855,Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,Windows,10,1.9kg,945,1920x1080,No Touchscreen,8,True,False,False,128,0,0,128,855,Intel,2.5,,Core i5 7200U,1920,1080,2073600
856,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Intel HD Graphics 505,Windows,10,2kg,449,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,856,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
857,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.28kg,2559,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,857,Intel,2.8,,Core i7 7600U,1920,1080,2073600
858,Dell,Inspiron 5368,Notebook,13.3,Intel HD Graphics 520,Windows,10,1.62kg,649,1920x1080,Touchscreen,8,False,True,False,0,1000,0,1000,858,Intel,2.3,,Core i5 6200U,1920,1080,2073600
