Manufacturer,Model Name,Category,Screen Size,GPU,Price (Euros),Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Brand,Clockspeed,Model,Series,Width,Height,fullRes
Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,1749,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,3840,2160,8294400
Dell,Latitude 3180,Netbook,11.6,Intel HD Graphics 505,744,No Touchscreen,4,True,False,False,128,0,0,128,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
HP,EliteBook 820,Netbook,12.5,Intel HD Graphics 620,1389,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i5 7300U,1366,768,1049088
Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,780,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,AMD Radeon R7 Graphics,629,No Touchscreen,8,False,True,False,0,2000,0,2000,AMD,2.5,9700P,A12-Series,1366,768,1049088
Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1679,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Nvidia GeForce 920M,609,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Omen 17-an012dx,Gaming,17.3,AMD Radeon RX 580,1749,No Touchscreen,12,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
MSI,GE72MVR 7RG,Gaming,17.3,Nvidia GeForce GTX 1070,2415,No Touchscreen,16,True,True,False,512,1000,0,1512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,1499,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce GT 940MX,961,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,789,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Thinkpad T470s,Ultrabook,14.0,Intel HD Graphics 620,1859,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Razer,Blade Stealth,Ultrabook,12.5,Intel HD Graphics 620,1799,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.5,,Core i7 7500U,3840,2160,8294400
HP,Chromebook 11,Netbook,11.6,Intel HD Graphics 400,385,No Touchscreen,4,True,False,False,16,0,0,16,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1060,2505,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Latitude 3480,Notebook,14.0,Intel HD Graphics 520,755,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 520,489,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1366,768,1049088
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,Intel HD Graphics 620,1090,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,Thinkpad X1,Ultrabook,14.0,Intel HD Graphics 620,2499,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
MSI,GL62M 7RD,Gaming,15.6,Nvidia GeForce GTX 1050,1199,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel HD Graphics 620,1875,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Toshiba,Satellite Pro,Notebook,14.0,Intel HD Graphics 510,499,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.1,,Pentium Dual Core 4405U,1366,768,1049088
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,1358,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Latitude 3480,Notebook,14.0,Intel HD Graphics 520,585,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1366,768,1049088
Acer,Chromebook 11,Netbook,11.6,Intel HD Graphics 400,355,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Acer,Swift 3,Notebook,14.0,Intel HD Graphics 620,619,No Touchscreen,8,True,False,False,128,0,0,128,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Razer,Blade Pro,Gaming,17.3,Nvidia GeForce GTX 1080,5499,Touchscreen,32,True,False,False,512,0,0,512,Intel,2.9,,Core i7 7820HK,3840,2160,8294400
Lenovo,Thinkpad X1,Ultrabook,14.0,Intel HD Graphics 520,2099,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.6,,Core i7 6600U,2560,1440,3686400
Asus,VivoBook Max,Notebook,15.6,Nvidia GeForce 920,519,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Thinkpad T460,Notebook,14.0,Intel HD Graphics 520,1186,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Lenovo,ThinkPad T470s,Notebook,14.0,Intel HD Graphics 620,1650,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i5 7300U,1920,1080,2073600
Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 1070,2774,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,Rog GL702VS-BA023T,Gaming,17.3,Nvidia GeForce GTX 1070,2419,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,669,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.4,,Core i3 7100U,1366,768,1049088
Lenovo,N42-20 Chromebook,Notebook,14.0,Intel HD Graphics 400,325,No Touchscreen,4,True,False,False,16,0,0,16,Intel,1.6,,Celeron Quad Core N3160,1366,768,1049088
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,590,No Touchscreen,8,False,True,False,0,128,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,Rog GL702VM-GC017T,Gaming,17.3,Nvidia GeForce GTX 1060,1799,No Touchscreen,16,True,True,False,512,1000,0,1512,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,3072,No Touchscreen,32,True,True,False,512,1000,0,1512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,910,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1600,900,1440000
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,713,No Touchscreen,8,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,1870,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,739,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
HP,Chromebook X360,2 in 1 Convertible,11.6,Intel HD Graphics 500,615,Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Nvidia GeForce 940M,1026,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel HD Graphics 620,2277,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,1468,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,250 G6,Notebook,15.6,Intel HD Graphics 400,299,No Touchscreen,4,True,False,False,128,0,0,128,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Asus,Rog GL502VM-DS74,Gaming,15.6,Nvidia GeForce GTX 1060,1899,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 5767,Notebook,17.3,AMD Radeon R7 M445,865,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,ThinkPad T470p,Ultrabook,14.0,Nvidia GeForce GT 940MX,1903,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Nvidia GeForce GTX 930MX,787,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,945,No Touchscreen,8,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Intel HD Graphics 505,449,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel HD Graphics 620,2559,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7600U,1920,1080,2073600
Dell,Inspiron 5368,Notebook,13.3,Intel HD Graphics 520,649,Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel HD Graphics 520,469,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Lenovo,ThinkPad E570,Notebook,15.6,Intel HD Graphics 620,850,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,EliteBook 850,Notebook,15.6,AMD Radeon R7 M465,1349,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i5 7300U,1920,1080,2073600
Toshiba,Portege X30-D-10X,Notebook,13.3,Intel HD Graphics 620,1285,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,1017,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Dell,XPS 13,Ultrabook,13.3,Intel Iris Plus Graphics 640,2240,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.5,,Core i7 7660U,3200,1800,5760000
HP,Probook 450,Notebook,15.6,Intel HD Graphics 520,910,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,Intel HD Graphics 520,1095,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel HD Graphics 620,1950,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,Intel HD Graphics 620,902,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,1778,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,ThinkPad L570,Notebook,15.6,Intel HD Graphics 620,1055,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,AMD Radeon R5 M430,479,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Toshiba,Tecra A50-D-11D,Notebook,15.6,Intel HD Graphics 620,1388,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Thinkpad 13,Notebook,13.3,Intel HD Graphics 620,735,No Touchscreen,4,True,False,False,1,0,0,1,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Samsung,Notebook 9,Ultrabook,15.0,Nvidia GeForce 940MX,1849,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Latitude 7280,Ultrabook,12.5,Intel HD Graphics 620,1690,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7600U,1920,1080,2073600
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Intel HD Graphics 505,398,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
Xiaomi,Mi Notebook,Ultrabook,13.3,Nvidia GeForce 940MX,935,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce 940MX,912,No Touchscreen,4,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,839,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel HD Graphics 620,1700,Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Pavilion x360,2 in 1 Convertible,15.6,Intel HD Graphics 620,684,Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Asus,VivoBook L402NA,Notebook,14.1,Intel HD Graphics 500,348,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,Nvidia GeForce 940MX,669,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Dell,Inspiron 3552,Notebook,15.6,Intel HD Graphics,369,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.6,,Pentium Quad Core N3710,1366,768,1049088
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel HD Graphics 620,1799,Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420X,455,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Asus,Rog GL753VD-GC082T,Gaming,17.3,Nvidia GeForce GTX 1050,1369,No Touchscreen,12,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Acer,Chromebook C731-C78G,Netbook,11.6,Intel HD Graphics 400,297,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD Radeon R3,379,No Touchscreen,4,False,True,False,0,500,0,500,AMD,2.2,7210,A4-Series,1600,900,1440000
HP,Probook 640,Notebook,14.0,Intel HD Graphics 620,1265,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Envy x360,2 in 1 Convertible,13.3,Intel HD Graphics 620,1399,Touchscreen,16,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,3200,1800,5760000
Samsung,Notebook 9,Ultrabook,15.0,Intel HD Graphics 620,1699,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,1799,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
MSI,GS73VR Stealth,Gaming,17.3,Nvidia GeForce GTX 1060,2649,No Touchscreen,16,True,True,False,512,2000,0,2512,Intel,2.6,,Core i7 6700HQ,3840,2160,8294400
Toshiba,Portege X30-D-10V,Notebook,13.3,Intel HD Graphics 620,1475,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050Ti,929,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Nvidia GeForce 930MX,900,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420X,614,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,935,No Touchscreen,8,False,True,False,0,500,0,500,Intel,2.6,,Core i5 7300U,1920,1080,2073600
Dell,XPS 13,2 in 1 Convertible,13.3,Intel HD Graphics 615,2013,Touchscreen,8,True,False,False,512,0,0,512,Intel,1.3,,Core i7 7Y75,3200,1800,5760000
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,Nvidia GeForce GTX 980M,1279,No Touchscreen,32,True,False,False,256,0,0,256,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
Dell,XPS 13,2 in 1 Convertible,13.3,Intel HD Graphics 615,1649,Touchscreen,16,True,False,False,256,0,0,256,Intel,1.3,,Core i7 7Y75,1920,1080,2073600
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel HD Graphics 620,2049,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,ThinkPad T570,Notebook,15.6,Intel HD Graphics 620,1962,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.5,,Core i5 7200U,1920,1080,2073600
LG,Gram 15Z970,Ultrabook,15.6,Intel HD Graphics 620,2099,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
HP,Elitebook 820,Netbook,12.5,Intel HD Graphics 620,1483,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,Intel HD Graphics,359,No Touchscreen,4,True,False,False,16,0,0,16,Intel,1.5,,Celeron Dual Core 3205U,1920,1080,2073600
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Nvidia GeForce GTX 960M,789,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.3,,Core i5 6300HQ,1920,1080,2073600
LG,Gram 14Z970,Ultrabook,14.0,Intel HD Graphics 620,1899,Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Latitude 5480,Notebook,14.0,Intel HD Graphics 620,1205,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i5 7440HQ,1920,1080,2073600
HP,Elitebook Folio,Ultrabook,12.5,Intel HD Graphics 515,3100,Touchscreen,8,True,False,False,240,0,0,240,Intel,1.2,,Core M 6Y75,3840,2160,8294400
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Nvidia GeForce 940MX,789,No Touchscreen,6,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Nvidia GeForce 930MX,1018,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Aspire E5-575,Notebook,15.6,Intel HD Graphics 620,499,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Lenovo,ThinkPad 13,Notebook,13.3,Intel HD Graphics 620,881,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Probook 430,Notebook,13.3,Intel HD Graphics 620,960,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
MSI,GE72VR 6RF,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,1599,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1349,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
MSI,GL62M 7RD,Gaming,15.6,Nvidia GeForce GTX 1050,1119,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,684,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,EliteBook 850,Ultrabook,15.6,AMD Radeon R7 M365X,1296,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,Envy 13-AB077cl,Ultrabook,13.3,Intel HD Graphics 620,1149,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,3200,1800,5760000
Toshiba,Tecra Z50-C-140,Notebook,15.6,Nvidia GeForce 930M,1975,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6600U,1920,1080,2073600
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel HD Graphics 620,1825,Touchscreen,8,True,False,False,512,0,0,512,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Latitude 3580,Notebook,15.6,Intel HD Graphics 520,729,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,Thinkpad X270,Ultrabook,12.5,Intel HD Graphics 620,1650,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
HP,Probook 650,Notebook,15.6,Intel HD Graphics 520,1165,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,708,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,ProBook 640,Notebook,14.0,Intel HD Graphics 520,1149,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel HD Graphics 505,309,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,1579,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,250 G6,Notebook,15.6,Intel HD Graphics 400,288,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Iris Graphics 540,1799,Touchscreen,16,True,False,False,1000,0,0,1000,Intel,2.2,,Core i7 6560U,3200,1800,5760000
Toshiba,Tecra Z40-C-12X,Notebook,14.0,Intel HD Graphics 520,1105,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook 820,Netbook,12.5,Intel HD Graphics 520,1669,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,558,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
MSI,GP62M Leopard,Gaming,15.6,Nvidia GeForce GTX 1050,1199,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Latitude 7480,Ultrabook,14.0,Intel HD Graphics 620,1639,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1080,2758,No Touchscreen,16,True,True,False,512,1000,0,1512,Intel,2.7,,Core i7 6820HK,2560,1440,3686400
HP,Omen 17-W006na,Gaming,17.3,Nvidia GeForce GTX 965M,1399,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.3,,Core i5 6300HQ,1920,1080,2073600
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,Nvidia GeForce 920MX,530,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.6,,Pentium Quad Core N3710,1600,900,1440000
Acer,TravelMate P259-G2,Notebook,15.6,Intel HD Graphics 620,619,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Toshiba,Tecra A50-C-1ZV,Notebook,15.6,Intel HD Graphics 520,1119,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,Intel HD Graphics 515,1299,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.2,,Core M m7-6Y75,1920,1080,2073600
Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,AMD Radeon R9 M385,999,No Touchscreen,16,True,True,False,512,1000,0,1512,AMD,2.1,8800P,FX,1920,1080,2073600
Dell,Latitude 7280,Ultrabook,12.5,Intel HD Graphics,1472,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Nvidia GeForce 920MX,685,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Insprion 5767,Notebook,17.3,AMD Radeon R7 M445,659,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1600,900,1440000
Acer,Chromebook 14,Notebook,14.0,Intel HD Graphics 400,349,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
HP,ZBook Studio,Workstation,15.6,Nvidia Quadro M1000M,2249,No Touchscreen,8,True,False,False,8,0,0,8,Intel,2.7,,Core i7 6820HQ,1920,1080,2073600
